10.0575,82.7375,195
9.58465,83.6077,195
9.41673,82.8877,195
9.92222,82.9968,195
9.57613,84.1362,195
9.6384,83.7581,195
9.40502,84.9683,195
10.3689,83.9286,195
9.3482,84.3162,195
9.70948,84.456,195
9.67602,85.2324,195
10.7051,84.6213,195
9.83252,85.2358,195
9.18596,84.6997,195
10.4927,84.7299,195
10.5876,84.9096,195
9.57721,84.3526,195
9.21915,85.366,195
9.88237,86.3566,195
9.27872,85.3736,195
10.2134,85.805,195
10.8076,85.3434,195
10.6276,86.1267,195
9.98669,85.8546,195
9.95038,85.0146,195
10.2406,84.8187,195
10.4566,85.0585,195
10.4423,86.2213,195
9.41445,85.8334,195
10.5778,86.1095,195
10.4004,85.2227,195
10.1969,85.8869,195
10.1442,86.7387,195
9.44824,85.7312,195
10.5297,86.4249,195
9.75443,86.5451,195
9.79414,85.2584,195
9.3336,86.8561,195
10.3334,86.1259,195
9.17293,86.5773,195
10.3985,87.1672,195
10.291,87.0309,195
10.0245,86.2774,195
10.5324,86.1814,195
9.68479,86.0756,195
9.65058,87.1009,195
10.5225,86.8297,195
10.75,86.2272,195
9.82271,86.6271,195
9.89141,87.6112,195
10.304,87.2896,195
9.79127,86.7052,195
10.4559,86.808,195
9.88344,86.5414,195
9.2828,86.2757,195
10.5288,86.4877,195
10.0581,86.0492,195
10.2573,87.085,195
9.25445,86.6063,195
10.2558,87.1361,195
10.1737,87.1633,195
9.57182,86.8206,195
10.4168,86.6647,195
9.80564,86.9976,195
10.9102,87.2816,195
9.50044,86.8581,195
9.85996,86.8272,195
9.93108,86.6005,195
10.6827,87.7155,195
9.54836,87.1933,195
9.99354,88.0923,195
10.293,87.8101,195
10.2943,87.2077,195
9.32761,86.7613,195
10.2866,87.095,195
9.38192,87.8569,195
9.54023,87.7095,195
10.586,87.9465,195
10.2442,87.5206,195
10.3256,87.1814,195
9.30229,87.6893,195
10.4997,88.1285,195
9.33473,87.4098,195
10.8015,87.7701,195
9.37267,86.9435,195
10.1442,87.9186,195
9.45008,88.391,195
10.3065,88.5088,195
9.47122,87.135,195
9.83587,87.0911,195
10.803,87.2509,195
10.4733,87.6444,195
9.09103,88.0685,195
9.81648,88.4028,195
10.6597,87.3661,195
10.8356,87.6982,195
10.2845,88.1876,195
10.3336,88.1836,195
9.69811,87.3387,195
10.2699,88.1782,195
10.5948,88.4841,195
9.90377,88.7719,195
9.40213,87.3761,195
9.99922,87.4893,195
10.1443,88.9727,195
9.45956,87.6727,195
9.37268,87.4365,195
9.76435,87.9983,195
10.3278,88.0551,195
10.3255,87.8406,195
10.1323,88.2885,195
9.59233,87.704,195
10.4677,88.1928,195
9.81604,88.0281,195
10.172,87.4852,195
9.82802,87.5661,195
10.1048,88.5476,195
10.5803,88.1188,195
9.88671,88.4187,195
10.0777,88.9816,195
9.68996,87.9486,195
10.532,87.7444,195
9.80774,87.9441,195
10.3933,89.0895,195
9.3442,88.6097,195
9.93456,87.3691,195
10.6358,87.7492,195
10.2041,88.2087,195
10.655,87.8712,195
10.6915,88.0054,195
9.74076,88.3018,195
10.2121,88.0751,195
10.7293,88.127,195
9.62106,87.9695,195
10.5927,87.7917,195
10.7684,88.6936,195
9.45563,87.662,195
10.0563,88.5919,195
9.83112,88.9703,195
9.09726,88.4677,195
10.3314,88.2639,195
9.38637,88.8362,195
10.5694,88.1393,195
10.2754,88.981,195
9.98399,88.644,195
9.99663,88.2873,195
9.34341,88.6905,195
10.5882,88.1241,195
9.24289,89.113,195
9.3679,88.4755,195
10.9147,88.3815,195
10.0078,89.6726,195
9.48818,89.4674,195
9.98123,87.7272,195
9.64159,88.6103,195
9.78558,88.1495,195
10.8182,89.2485,195
9.42489,89.6675,195
9.08476,88.6691,195
9.81195,89.4046,195
9.13274,88.7267,195
10.6923,89.4591,195
9.56947,88.7414,195
9.73248,89.6752,195
9.96828,88.0304,195
10.0559,88.2443,195
9.52445,89.3331,195
9.87294,88.574,195
9.98097,88.4118,195
